NAME	negative regulation of transcription from RNA polymerase II promoter	Golgi membrane	mitotic cytokinesis	response to reactive oxygen species	fungal-type vacuole membrane	carbon catabolite regulation of transcription from RNA polymerase II promoter	nuclear chromatin	Swr1 complex	RNA polymerase II regulatory region sequence-specific DNA binding	RNA polymerase II transcription factor activity, sequence-specific DNA binding	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	core promoter proximal region sequence-specific DNA binding	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	double-stranded DNA binding	iron ion binding	endosome	late endosome	Golgi apparatus	trans-Golgi network	microtubule	monosaccharide metabolic process	cellular glucan metabolic process	chromatin remodeling	transcription, DNA-templated	regulation of transcription, DNA-templated	regulation of transcription from RNA polymerase II promoter	transcription from RNA polymerase II promoter	protein targeting	ergosterol biosynthetic process	NADP metabolic process	intracellular protein transport	intra-Golgi vesicle-mediated transport	post-Golgi vesicle-mediated transport	endocytosis	response to oxidative stress	vacuolar transport	microtubule binding	cytoskeletal protein binding	zinc ion binding	lipid biosynthetic process	positive regulation of macromolecule biosynthetic process	negative regulation of macromolecule metabolic process	positive regulation of gene expression	negative regulation of gene expression	regulation of cell communication	organophosphate ester transport	ATP transport	vesicle-mediated transport	endosomal transport	cytosolic transport	Golgi transport complex	Rab GTPase binding	integral component of endoplasmic reticulum membrane	nuclear migration along microtubule	regulation of cellular pH	positive regulation of cellular biosynthetic process	cytoplasmic vesicle	cellular response to nutrient levels	cellular response to nutrient	organelle subcompartment	CVT pathway	maintenance of protein location in cell	late endosome to vacuole transport via multivesicular body sorting pathway	protein localization to organelle	protein localization to Golgi apparatus	ESCRT complex	retrograde transport, endosome to Golgi	protein homodimerization activity	ubiquitin binding	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	histone exchange	positive regulation of GTPase activity	sequence-specific DNA binding	regulation of transcription from RNA polymerase II promoter in response to stress	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	cellular carbohydrate metabolic process	Golgi apparatus part	single-organism carbohydrate metabolic process	carbon catabolite repression of transcription	late endosome to vacuole transport	positive regulation of nucleobase-containing compound metabolic process	positive regulation of transcription from RNA polymerase II promoter	carbon catabolite activation of transcription	transition metal ion binding	protein heterodimerization activity	protein dimerization activity	Golgi vesicle transport	organelle fusion	regulation of response to stimulus	SWI/SNF superfamily-type complex	cellular response to chemical stimulus	cellular response to abiotic stimulus	cellular response to pH	establishment of protein localization to organelle	regulation of cellular response to stress	establishment of protein localization to membrane	bounding membrane of organelle	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	negative regulation of intracellular signal transduction
vacuolar transport	0.0783132530120484	0.15743440233236153	-0.08026755852842828	-0.062499999999999827	0.2056074766355141	0.12258064516129015	-0.12650602409638612	-0.09677419354838757	-0.17553191489361716	-0.19597989949748715	-0.1525423728813555	-0.1525423728813555	-0.1525423728813555	-0.20537897310513448	-0.062499999999999827	0.5478723404255318	0.3419354838709679	0.2505800464037124	0.1736111111111115	0.03344481605351167	-0.09677419354838757	-0.08026755852842828	-0.12650602409638612	-0.15533980582524307	-0.1482701812191103	-0.13779527559055105	-0.13779527559055105	0.919047619047619	-0.11214953271028005	-0.08026755852842828	0.7801724137931032	0.3419354838709679	0.4516129032258062	0.2056074766355141	-0.11214953271028005	1.0	0.05555555555555531	0.09968847352024972	-0.12224938875305609	-0.1525423728813555	-0.23076923076923067	0.07692307692307698	-0.22273781902552164	0.04400977995110051	-0.11214953271028005	0.31152647975077913	0.3419354838709679	0.4137931034482759	0.4574468085106385	0.18072289156626495	0.291666666666667	0.05555555555555531	-0.08026755852842828	-0.062499999999999827	-0.062499999999999827	-0.23076923076923067	0.4596577017114914	0.0957446808510636	0.0583090379008746	0.2056074766355141	0.5233644859813085	0.1736111111111115	0.37458193979933135	0.8123620309050772	0.291666666666667	0.37458193979933135	0.03344481605351167	0.05555555555555531	0.291666666666667	0.37458193979933135	-0.09677419354838757	0.012903225806451295	-0.21428571428571458	-0.09677419354838757	-0.062499999999999827	-0.1399416909620994	0.29339853300733504	-0.17553191489361716	0.1736111111111115	0.5233644859813085	-0.22273781902552164	-0.21428571428571458	-0.08026755852842828	-0.1538461538461536	-0.062499999999999827	-0.006230529595015167	0.5478723404255318	0.12258064516129015	-0.1525423728813555	-0.11214953271028005	-0.06496519721577675	-0.09677419354838757	-0.062499999999999827	0.919047619047619	-0.11214953271028005	0.23225806451612863	0.46580406654343814	-0.08026755852842828	-0.062499999999999827
microtubule binding	-0.05198019801980114	-0.05411499436302192	-0.042031523642729475	-0.03658536585365846	0.18381344307270167	-0.04615384615384689	-0.05198019801980114	-0.04615384615384689	-0.05871886120996477	-0.06084243369734729	-0.055900621118011376	-0.055900621118011376	-0.055900621118011376	-0.06171932402645141	-0.03658536585365846	0.09252669039145826	0.21538461538461487	-0.06319947333772165	-0.03658536585365846	0.8511383537653235	-0.04615384615384689	-0.042031523642729475	-0.05198019801980114	-0.06918238993710672	-0.06899029823931012	-0.06660231660231627	-0.06660231660231627	0.05555555555555531	-0.04938271604938261	-0.042031523642729475	0.03189066059225524	-0.04615384615384689	-0.04615384615384689	0.18381344307270167	-0.04938271604938261	0.05555555555555531	1.0	0.6502057613168725	-0.06171932402645141	-0.055900621118011376	-0.06382978723404219	-0.06382978723404219	-0.06319947333772165	-0.06171932402645141	-0.04938271604938261	-0.04938271604938261	-0.04615384615384689	0.03189066059225524	-0.05871886120996477	-0.05198019801980114	-0.03658536585365846	-0.03658536585365846	-0.042031523642729475	0.6544715447154478	-0.03658536585365846	-0.06382978723404219	0.06318883174136598	-0.05871886120996477	-0.05411499436302192	0.18381344307270167	-0.04938271604938261	0.30894308943089327	-0.042031523642729475	0.03697078115682792	0.30894308943089327	-0.042031523642729475	-0.042031523642729475	0.30894308943089327	-0.03658536585365846	-0.042031523642729475	-0.04615384615384689	-0.04615384615384689	-0.062499999999999827	-0.04615384615384689	-0.03658536585365846	-0.05411499436302192	-0.06171932402645141	-0.05871886120996477	-0.03658536585365846	-0.04938271604938261	-0.06319947333772165	-0.062499999999999827	-0.042031523642729475	-0.06382978723404219	0.30894308943089327	0.41700960219478833	-0.05871886120996477	0.47692307692307717	-0.055900621118011376	-0.04938271604938261	-0.06319947333772165	-0.04615384615384689	-0.03658536585365846	0.05555555555555531	-0.04938271604938261	-0.04615384615384689	0.006063230835859701	-0.042031523642729475	-0.03658536585365846
cytoskeletal protein binding	-0.08227228207639603	-0.08775137111517292	0.1521197007481286	-0.04938271604938261	0.2827004219409281	-0.06857142857142774	-0.08227228207639603	-0.06857142857142774	-0.1005331302361005	-0.10692254969156968	-0.09254498714652853	-0.09254498714652853	-0.09254498714652853	-0.1096605744125325	-0.04938271604938261	0.28789032749428783	0.12571428571428572	-0.11442193087008348	-0.04938271604938261	0.5760598503740646	-0.06857142857142774	-0.05985037406483844	-0.08227228207639603	-0.13566289825282654	-0.13492621222768802	-0.12608497030607602	-0.12608497030607602	0.09968847352024972	-0.07594936708860645	-0.05985037406483844	0.05904059040590427	-0.06857142857142774	0.12571428571428572	0.2827004219409281	-0.07594936708860645	0.09968847352024972	0.6502057613168725	1.0	-0.1096605744125325	-0.09254498714652853	-0.11650485436893238	-0.11650485436893238	-0.11442193087008348	-0.1096605744125325	-0.07594936708860645	-0.07594936708860645	-0.06857142857142774	0.14865577227200838	0.028941355674028536	0.08423114593535733	-0.04938271604938261	-0.04938271604938261	-0.05985037406483844	0.41700960219478833	-0.04938271604938261	-0.11650485436893238	0.22323759791122674	-0.1005331302361005	-0.08775137111517292	0.10337552742615992	-0.07594936708860645	0.18381344307270167	-0.05985037406483844	0.06798245614035096	0.18381344307270167	-0.05985037406483844	-0.05985037406483844	0.18381344307270167	-0.04938271604938261	-0.05985037406483844	-0.06857142857142774	-0.06857142857142774	-0.11214953271028005	-0.06857142857142774	-0.04938271604938261	-0.08775137111517292	-0.1096605744125325	-0.1005331302361005	-0.04938271604938261	0.10337552742615992	-0.11442193087008348	-0.11214953271028005	-0.05985037406483844	-0.11650485436893238	0.18381344307270167	0.2827004219409281	0.028941355674028536	0.5142857142857145	-0.09254498714652853	-0.07594936708860645	-0.11442193087008348	-0.06857142857142774	-0.04938271604938261	0.09968847352024972	-0.07594936708860645	-0.06857142857142774	0.08222591362126226	-0.05985037406483844	-0.04938271604938261
zinc ion binding	0.0906230333543107	-0.13608748481166416	-0.07898448519040874	-0.06171932402645141	-0.1096605744125325	0.36610169491525435	-0.016362492133417592	-0.09491525423728854	0.5789763346175015	0.7799067840497151	0.5507927187316503	0.5507927187316503	0.6506165590135056	0.5724346076458751	-0.06171932402645141	-0.0759493670886077	0.020338983050847224	-0.21313035204567088	-0.06171932402645141	-0.07898448519040874	0.13559322033898302	-0.07898448519040874	-0.1233480176211459	0.4741126668837511	0.435965494359655	0.6261495401839264	0.6261495401839264	-0.12224938875305609	-0.1096605744125325	-0.07898448519040874	-0.1592608886933573	-0.09491525423728854	-0.09491525423728854	-0.1096605744125325	0.11227154046997374	-0.12224938875305609	-0.06171932402645141	-0.1096605744125325	1.0	-0.14797416324133836	0.5669291338582676	0.01574803149606315	0.5956232159847764	0.059356136820925505	-0.1096605744125325	0.11227154046997374	0.13559322033898302	-0.23405191377034784	-0.0759493670886077	-0.1233480176211459	-0.06171932402645141	-0.06171932402645141	-0.07898448519040874	-0.06171932402645141	-0.06171932402645141	0.5669291338582676	-0.11167002012072462	0.2982938910291695	0.3803159173754561	-0.1096605744125325	0.0013054830287198098	0.18809698750918494	0.04090267983074683	-0.07400722021660687	0.06318883174136598	0.04090267983074683	-0.07898448519040874	-0.06171932402645141	0.06318883174136598	0.04090267983074683	-0.09491525423728854	-0.09491525423728854	0.625916870415648	0.25084745762711824	0.18809698750918494	-0.03280680437424049	-0.19718309859154873	0.01761144744083698	0.06318883174136598	0.0013054830287198098	0.5956232159847764	0.625916870415648	0.28067700987306066	0.8818897637795275	-0.06171932402645141	-0.1096605744125325	-0.1695101816180515	-0.09491525423728854	0.05167351732237286	-0.1096605744125325	0.3529971455756424	0.020338983050847224	0.06318883174136598	-0.12224938875305609	0.0013054830287198098	-0.09491525423728854	-0.14520958083832303	0.28067700987306066	-0.06171932402645141
lipid biosynthetic process	-0.1021069692058344	0.019984627209838398	-0.06969990319457788	-0.055900621118011376	-0.09254498714652853	-0.08181818181818161	-0.1021069692058344	-0.08181818181818161	-0.1318242343541934	-0.1430317848410754	-0.11842105263157794	-0.11842105263157794	-0.11842105263157794	-0.14797416324133836	0.47204968944099385	-0.1318242343541934	-0.08181818181818161	-0.06423516603157314	-0.055900621118011376	-0.06969990319457788	-0.08181818181818161	-0.06969990319457788	-0.1021069692058344	-0.1995967741935481	-0.1980061876933655	-0.1795316565481352	-0.1795316565481352	-0.1525423728813555	0.7814910025706941	-0.06969990319457788	-0.16781157998037285	-0.08181818181818161	-0.08181818181818161	-0.09254498714652853	-0.09254498714652853	-0.1525423728813555	-0.055900621118011376	-0.09254498714652853	-0.14797416324133836	1.0	-0.16071428571428523	-0.16071428571428523	-0.15677735438214438	-0.14797416324133836	-0.09254498714652853	-0.09254498714652853	-0.08181818181818161	-0.16781157998037285	-0.1318242343541934	-0.1021069692058344	-0.055900621118011376	-0.055900621118011376	0.4240077444336886	-0.055900621118011376	-0.055900621118011376	-0.16071428571428523	-0.14797416324133836	-0.1318242343541934	-0.11068408916218266	0.05312767780634077	-0.09254498714652853	-0.055900621118011376	-0.06969990319457788	-0.16438356164383514	-0.055900621118011376	-0.06969990319457788	-0.06969990319457788	-0.055900621118011376	-0.055900621118011376	-0.06969990319457788	-0.08181818181818161	-0.08181818181818161	-0.1525423728813555	-0.08181818181818161	-0.055900621118011376	-0.11068408916218266	-0.048150322959483245	-0.1318242343541934	-0.055900621118011376	-0.09254498714652853	-0.15677735438214438	-0.1525423728813555	-0.06969990319457788	0.10714285714285739	-0.055900621118011376	-0.09254498714652853	-0.1318242343541934	-0.08181818181818161	-0.11842105263157794	-0.09254498714652853	-0.15677735438214438	-0.08181818181818161	-0.055900621118011376	-0.1525423728813555	-0.09254498714652853	-0.08181818181818161	-0.051057040287196216	-0.06969990319457788	-0.055900621118011376
positive regulation of macromolecule biosynthetic process	0.2452830188679248	-0.1467889908256884	0.020618556701031132	0.04255319148936117	-0.11650485436893238	0.20000000000000018	-0.03773584905660372	-0.09999999999999962	0.6610169491525425	0.6774193548387095	0.6428571428571427	0.5535714285714287	0.6428571428571427	0.7244094488188978	-0.06382978723404219	-0.18644067796610164	-0.09999999999999962	-0.24060150375939818	-0.06382978723404219	-0.0824742268041236	0.10000000000000052	-0.0824742268041236	-0.03773584905660372	0.4565217391304348	0.4751381215469614	0.6753246753246755	0.6753246753246755	-0.23076923076923067	-0.11650485436893238	-0.0824742268041236	-0.26760563380281666	-0.09999999999999962	-0.09999999999999962	-0.11650485436893238	0.07766990291262085	-0.23076923076923067	-0.06382978723404219	-0.11650485436893238	0.5669291338582676	-0.16071428571428523	1.0	0.11764705882352898	0.9624060150375942	0.1732283464566932	-0.019417475728156015	-0.019417475728156015	0.0	-0.26760563380281666	-0.18644067796610164	-0.1320754716981138	-0.06382978723404219	-0.06382978723404219	-0.0824742268041236	-0.06382978723404219	-0.06382978723404219	1.0	-0.22047244094488155	0.3220338983050846	0.3119266055045876	-0.11650485436893238	-0.11650485436893238	0.04255319148936117	-0.0824742268041236	-0.18705035971223052	-0.06382978723404219	-0.0824742268041236	-0.0824742268041236	0.04255319148936117	-0.06382978723404219	-0.0824742268041236	-0.09999999999999962	-0.09999999999999962	0.7692307692307694	0.20000000000000018	0.04255319148936117	0.036697247706422395	-0.22047244094488155	0.06779661016949146	-0.06382978723404219	-0.11650485436893238	0.9624060150375942	0.9230769230769234	0.32989690721649506	0.48529411764705865	-0.06382978723404219	-0.019417475728156015	-0.18644067796610164	-0.09999999999999962	0.19642857142857148	-0.019417475728156015	0.43609022556390975	0.20000000000000018	0.25531914893617	-0.23076923076923067	0.17475728155339804	-0.09999999999999962	-0.25766871165644184	0.32989690721649506	-0.06382978723404219
negative regulation of macromolecule metabolic process	0.5283018867924529	-0.1467889908256884	0.020618556701031132	0.04255319148936117	-0.11650485436893238	0.10000000000000052	0.15094339622641492	0.0	0.15254237288135558	0.03225806451612863	0.01785714285714263	0.01785714285714263	0.01785714285714263	0.1732283464566932	-0.06382978723404219	0.06779661016949146	0.10000000000000052	-0.24060150375939818	-0.06382978723404219	-0.0824742268041236	0.0	0.12371134020618546	0.0566037735849054	0.3478260869565216	0.3646408839779005	0.28571428571428564	0.28571428571428564	0.07692307692307698	-0.11650485436893238	0.020618556701031132	0.01408450704225367	-0.09999999999999962	-0.09999999999999962	-0.11650485436893238	-0.019417475728156015	0.07692307692307698	-0.06382978723404219	-0.11650485436893238	0.01574803149606315	-0.16071428571428523	0.11764705882352898	1.0	0.13533834586466165	0.8818897637795275	0.07766990291262085	0.17475728155339804	0.20000000000000018	-0.26760563380281666	0.06779661016949146	-0.1320754716981138	-0.06382978723404219	-0.06382978723404219	-0.0824742268041236	-0.06382978723404219	-0.06382978723404219	0.11764705882352898	0.09448818897637787	0.4067796610169491	0.3119266055045876	-0.11650485436893238	0.07766990291262085	0.14893617021276603	0.12371134020618546	0.1007194244604314	0.04255319148936117	0.2268041237113405	-0.0824742268041236	0.04255319148936117	0.14893617021276603	0.2268041237113405	0.0	-0.09999999999999962	0.15384615384615402	0.0	-0.06382978723404219	0.036697247706422395	-0.22047244094488155	0.06779661016949146	0.25531914893617	0.17475728155339804	0.13533834586466165	0.15384615384615402	0.020618556701031132	-0.02941176470588231	0.04255319148936117	0.07766990291262085	-0.18644067796610164	-0.09999999999999962	0.19642857142857148	-0.019417475728156015	0.28571428571428586	0.20000000000000018	0.04255319148936117	0.07692307692307698	0.27184466019417414	0.0	-0.1349693251533742	0.020618556701031132	0.14893617021276603
positive regulation of gene expression	0.26343154246100514	-0.14349775784753369	0.026717557251907997	0.04871626069782761	-0.11442193087008348	0.21538461538461562	-0.031195840554592638	-0.09846153846153795	0.6937725167267116	0.7096144460712542	0.6761023407729994	0.5835601524224281	0.6761023407729994	0.757373929590866	-0.06319947333772165	-0.18116314976839898	-0.09846153846153795	-0.23188405797101458	-0.06319947333772165	-0.08142493638676845	0.11076923076923142	-0.08142493638676845	-0.031195840554592638	0.4805403666773883	0.49934554973822004	0.7033734005428462	0.7033734005428462	-0.22273781902552164	-0.11442193087008348	-0.08142493638676845	-0.25686523024926033	-0.09846153846153795	-0.09846153846153795	-0.11442193087008348	0.08820023837902283	-0.22273781902552164	-0.06319947333772165	-0.11442193087008348	0.5956232159847764	-0.15677735438214438	0.9624060150375942	0.13533834586466165	1.0	0.19124643196955288	-0.013110846245530787	-0.013110846245530787	0.006153846153846245	-0.25686523024926033	-0.18116314976839898	-0.12940496822645872	-0.06319947333772165	-0.06319947333772165	-0.08142493638676845	-0.06319947333772165	-0.06319947333772165	0.9624060150375942	-0.21313035204567088	0.34379825012866705	0.33295964125560545	-0.11442193087008348	-0.11442193087008348	0.04871626069782761	-0.08142493638676845	-0.17545375972342303	-0.06319947333772165	-0.08142493638676845	-0.08142493638676845	0.04871626069782761	-0.06319947333772165	-0.08142493638676845	-0.09846153846153795	-0.09846153846153795	0.802784222737819	0.21538461538461562	0.04871626069782761	0.04708520179372216	-0.21313035204567088	0.08131755018013405	-0.06319947333772165	-0.11442193087008348	0.9230072463768119	0.960556844547564	0.35114503816793935	0.5112781954887219	-0.06319947333772165	-0.013110846245530787	-0.18116314976839898	-0.09846153846153795	0.21339139902014187	-0.013110846245530787	0.4610507246376809	0.21538461538461562	0.2725477287689272	-0.22273781902552164	0.18951132300357557	-0.09846153846153795	-0.24178232286340434	0.35114503816793935	-0.06319947333772165
negative regulation of gene expression	0.6255506607929517	-0.13608748481166416	0.04090267983074683	0.06318883174136598	-0.1096605744125325	0.13559322033898302	0.1976085588420389	0.020338983050847224	0.20473307649972503	0.07560849300880372	0.05167351732237286	0.05167351732237286	0.05167351732237286	0.23038229376257585	-0.06171932402645141	0.01761144744083698	0.020338983050847224	-0.21313035204567088	-0.06171932402645141	-0.07898448519040874	0.020338983050847224	0.1607898448519041	0.0906230333543107	0.41875610550309356	0.435965494359655	0.3542582966813274	0.3542582966813274	0.04400977995110051	-0.1096605744125325	0.04090267983074683	-0.009678838539375567	-0.09491525423728854	-0.09491525423728854	-0.1096605744125325	0.0013054830287198098	0.04400977995110051	-0.06171932402645141	-0.1096605744125325	0.059356136820925505	-0.14797416324133836	0.1732283464566932	0.8818897637795275	0.19124643196955288	1.0	-0.1096605744125325	0.11227154046997374	0.13559322033898302	-0.23405191377034784	0.01761144744083698	-0.1233480176211459	-0.06171932402645141	-0.06171932402645141	-0.07898448519040874	-0.06171932402645141	-0.06171932402645141	0.1732283464566932	0.059356136820925505	0.48541552008805755	0.3803159173754561	-0.1096605744125325	0.11227154046997374	0.18809698750918494	0.1607898448519041	0.07942238267147997	0.06318883174136598	0.1607898448519041	-0.07898448519040874	0.06318883174136598	0.06318883174136598	0.1607898448519041	0.020338983050847224	-0.09491525423728854	0.2102689486552568	0.020338983050847224	-0.06171932402645141	0.07047387606318412	-0.19718309859154873	0.1111722619702808	0.31300514327700196	0.11227154046997374	0.19124643196955288	0.2102689486552568	0.04090267983074683	0.01574803149606315	0.06318883174136598	0.11227154046997374	-0.1695101816180515	-0.09491525423728854	0.05167351732237286	0.0013054830287198098	0.3529971455756424	0.020338983050847224	0.06318883174136598	0.04400977995110051	0.11227154046997374	-0.09491525423728854	-0.14520958083832303	0.04090267983074683	-0.06171932402645141
regulation of cell communication	-0.08227228207639603	0.06764168190127982	0.1521197007481286	0.41700960219478833	-0.07594936708860645	-0.06857142857142774	-0.08227228207639603	-0.06857142857142774	-0.1005331302361005	-0.10692254969156968	-0.09254498714652853	-0.09254498714652853	-0.09254498714652853	-0.1096605744125325	-0.04938271604938261	-0.1005331302361005	-0.06857142857142774	-0.013110846245530787	-0.04938271604938261	-0.05985037406483844	-0.06857142857142774	-0.05985037406483844	-0.08227228207639603	-0.07742377526550204	-0.07519325368938888	-0.04842393787117451	-0.04842393787117451	-0.11214953271028005	-0.07594936708860645	-0.05985037406483844	-0.12018977332630469	-0.06857142857142774	-0.06857142857142774	-0.07594936708860645	0.2827004219409281	-0.11214953271028005	-0.04938271604938261	-0.07594936708860645	-0.1096605744125325	-0.09254498714652853	-0.019417475728156015	0.07766990291262085	-0.013110846245530787	-0.1096605744125325	1.0	-0.07594936708860645	-0.06857142857142774	-0.03057459146020062	-0.1005331302361005	-0.08227228207639603	-0.04938271604938261	-0.04938271604938261	-0.05985037406483844	-0.04938271604938261	-0.04938271604938261	-0.019417475728156015	0.0013054830287198098	0.028941355674028536	-0.08775137111517292	-0.07594936708860645	-0.07594936708860645	-0.04938271604938261	-0.05985037406483844	-0.11842105263157862	-0.04938271604938261	-0.05985037406483844	-0.05985037406483844	0.18381344307270167	-0.04938271604938261	-0.05985037406483844	-0.06857142857142774	0.12571428571428572	-0.006230529595015167	0.12571428571428572	0.18381344307270167	0.06764168190127982	0.0013054830287198098	0.028941355674028536	-0.04938271604938261	-0.07594936708860645	-0.11442193087008348	-0.11214953271028005	-0.05985037406483844	-0.11650485436893238	-0.04938271604938261	0.10337552742615992	0.028941355674028536	-0.06857142857142774	0.7814910025706941	-0.07594936708860645	0.08820023837902283	0.5142857142857145	0.18381344307270167	-0.11214953271028005	0.6413502109704636	-0.06857142857142774	-0.058970099667774466	-0.05985037406483844	0.6502057613168725
