NAME	mannosyltransferase activity	carbon catabolite regulation of transcription from RNA polymerase II promoter	carbon catabolite activation of transcription from RNA polymerase II promoter	mitochondrial RNA metabolic process	transcription regulatory region sequence-specific DNA binding	RNA polymerase II regulatory region sequence-specific DNA binding	RNA polymerase II transcription factor activity, sequence-specific DNA binding	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	core promoter proximal region sequence-specific DNA binding	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	nucleic acid binding	DNA binding	mitochondrion	mitochondrial matrix	organic acid metabolic process	transcription, DNA-templated	regulation of transcription, DNA-templated	regulation of transcription from RNA polymerase II promoter	transcription from RNA polymerase II promoter	protein glycosylation	lipid metabolic process	water-soluble vitamin metabolic process	cellular ion homeostasis	cellular metal ion homeostasis	mitochondrion organization	zinc ion binding	lipid biosynthetic process	macromolecule biosynthetic process	response to extracellular stimulus	gene expression	regulation of gene expression	positive regulation of macromolecule biosynthetic process	regulation of cellular ketone metabolic process	positive regulation of macromolecule metabolic process	positive regulation of gene expression	positive regulation of mitochondrion organization	proton-transporting two-sector ATPase complex	vacuolar proton-transporting V-type ATPase complex	transferase activity, transferring glycosyl groups	heterocycle biosynthetic process	regulation of lipid metabolic process	regulation of nucleobase-containing compound metabolic process	regulation of metabolic process	aromatic compound biosynthetic process	cellular homeostasis	carboxylic acid metabolic process	cation-transporting ATPase activity	integral component of Golgi membrane	organelle membrane	regulation of cellular biosynthetic process	positive regulation of cellular biosynthetic process	positive regulation of cellular catabolic process	cellular response to extracellular stimulus	organelle subcompartment	mitochondrial translation	RNA biosynthetic process	cellular response to oxidative stress	cellular macromolecule biosynthetic process	nucleobase-containing compound biosynthetic process	SPOTS complex	cellular response to decreased oxygen levels	cellular ketone metabolic process	mitochondrial nucleoid	sequence-specific DNA binding	regulation of transcription from RNA polymerase II promoter in response to stress	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	cellular biosynthetic process	cellular nitrogen compound biosynthetic process	mitochondrial part	cytoplasmic part	mitochondrial membrane part	single-organism biosynthetic process	positive regulation of cellular amino acid metabolic process	positive regulation of lipid metabolic process	positive regulation of transcription, DNA-templated	positive regulation of nucleobase-containing compound metabolic process	positive regulation of transcription from RNA polymerase II promoter	metal ion binding	transition metal ion binding	positive regulation of cellular process	chemical homeostasis	regulation of cellular process	regulation of nitrogen compound metabolic process	positive regulation of nitrogen compound metabolic process	tRNA aminoacylation for mitochondrial protein translation	cellular response to chemical stimulus	cellular response to pH	monocarboxylic acid biosynthetic process	regulation of cellular ketone metabolic process by regulation of transcription from RNA polymerase II promoter	mitochondrial respiratory chain complex III biogenesis	organic cyclic compound biosynthetic process	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	organic substance biosynthetic process	regulation of cellular macromolecule biosynthetic process
vacuolar proton-transporting V-type ATPase complex	-0.022421524663678565	-0.025179856115104343	-0.022421524663678565	-0.023952095808380765	-0.0307414104882463	-0.03012048192770943	-0.03203342618384344	-0.03044719314938158	-0.03012048192770943	-0.029755579171093876	-0.03438395415472745	-0.033232628398791215	-0.03401360544217696	-0.03100775193798322	-0.03260869565217292	-0.03385731559854863	-0.03380049464138497	-0.03339694656488499	-0.033544877606528	-0.025179856115104343	-0.031471282454760295	-0.023952095808380765	0.38267148014440555	0.16039279869067188	-0.032193158953722004	-0.031471282454760295	-0.029755579171093876	-0.034934497816593885	-0.02934537246049549	-0.03485838779956447	-0.03419399860432677	-0.03294892915980136	-0.023952095808380765	-0.033232628398791215	-0.03294892915980136	-0.020460358056263877	0.7443946188340785	1.0	-0.027027027027026765	-0.03431210821511067	-0.023952095808380765	-0.03385731559854863	-0.03451353763760762	-0.03431210821511067	0.2949571836346345	-0.03234152652005239	0.6586826347305383	-0.022421524663678565	0.09523809523809512	-0.03427419354838676	-0.03314344899016059	-0.020460358056263877	-0.02835051546391677	-0.026186579378069674	-0.027739251040219053	-0.03391167192429004	-0.027027027027026765	-0.03489742985144996	-0.03423485107839734	-0.017857142857139408	-0.017857142857139408	-0.027027027027026765	-0.020460358056263877	-0.03167420814479607	-0.026186579378069674	-0.022421524663678565	-0.03525641025641021	-0.03485838779956447	-0.03331700146986756	0.017241379310344855	-0.02934537246049549	-0.03339694656488499	-0.017857142857139408	-0.020460358056263877	-0.03260869565217292	-0.03272939801285852	-0.032193158953722004	-0.03401360544217696	-0.032479700187382325	-0.03347280334728	0.3132530120481937	-0.03481720964934071	-0.03431210821511067	-0.033232628398791215	-0.017857142857139408	-0.03272939801285852	-0.017857142857139408	-0.025179856115104343	-0.017857142857139408	-0.017857142857139408	-0.03438395415472745	-0.025179856115104343	-0.03525641025641021	-0.03415154749199579
transferase activity, transferring glycosyl groups	0.7031250000000006	-0.04827586206896504	-0.039062500000001076	-0.043956043956042114	-0.07391304347826096	-0.07042253521126689	-0.08185053380782972	-0.0722347629796832	-0.07042253521126689	-0.06845965770170982	-0.09917355371900795	-0.09016393442623019	-0.09615384615384642	-0.07547169811320675	-0.08571428571428608	-0.09491525423728758	-0.09447004608294969	-0.09138381201044395	-0.09250000000000051	0.7379310344827588	0.07045009784735748	-0.043956043956042114	-0.06399999999999932	-0.052117263843647656	-0.08290155440414555	-0.07827788649706527	-0.06845965770170982	0.051948051948051945	0.030612244897960685	-0.07598566308243761	-0.09760956175298821	-0.08810572687224634	-0.043956043956042114	-0.09016393442623019	-0.08810572687224634	-0.03347280334727998	-0.039062500000001076	-0.027027027027026765	1.0	-0.09857819905213279	-0.043956043956042114	-0.09491525423728758	-0.1002592912705272	-0.09857819905213279	-0.0722347629796832	-0.08389261744966553	-0.043956043956042114	0.5546874999999996	0.06623931623931602	-0.09826589595375697	-0.08951048951048966	-0.03347280334727998	0.04469273743016811	0.4429967426710098	-0.05865102639296014	-0.09534368070953425	0.06172839506172993	0.05598320503848866	-0.09794319294808984	-0.027027027027026765	-0.027027027027026765	-0.05555555555555618	-0.03347280334727998	-0.07954545454545521	-0.052117263843647656	-0.039062500000001076	0.03667745415318234	-0.10322580645161294	-0.09078771695594082	0.016933207902163697	-0.06632653061224521	0.05744125326370748	-0.027027027027026765	-0.03347280334727998	-0.08571428571428608	-0.0865533230293666	-0.08290155440414555	-0.09615384615384642	-0.0848287112561172	-0.09195402298850577	-0.07042253521126689	-0.10286554004408502	-0.09857819905213279	-0.09016393442623019	-0.027027027027026765	-0.02782071097372575	-0.027027027027026765	-0.04827586206896504	-0.027027027027026765	-0.027027027027026765	-0.09917355371900795	-0.04827586206896504	0.03667745415318234	-0.09726443768996938
heterocycle biosynthetic process	-0.056356345507748755	0.17797243884200428	0.12896932914273315	0.006455777921239217	0.4033496161898115	0.3607153682934225	0.5246812997220361	0.38217583299879576	0.3607153682934225	0.33896236012207515	0.4532374100719425	0.5841664415022964	-0.16326530612244905	-0.08377896613190715	0.1530698065601349	0.8539210661199385	0.8383881776784945	0.7413010590015131	0.7744261718406471	-0.077769469073817	-0.06958561376075041	0.006455777921239217	-0.1287128712871286	-0.08824777259227824	-0.1400000000000001	0.3649335418295541	-0.07853509664293003	0.5597826086956522	0.28188056949708074	0.5262467191601048	0.7612320328542094	0.5608145294441388	0.15364751452550007	0.522561469873007	0.5608145294441388	-0.008078602620087654	0.01777392435244413	-0.03431210821511067	-0.09857819905213279	1.0	0.043253712072304766	0.8247052793439262	0.6520582250743466	1.0	-0.16700120433560803	0.14232989495599482	0.006455777921239217	-0.056356345507748755	-0.27815570672713535	0.7360467950280282	0.5351576658209495	0.10393013100436685	0.23636930106968523	-0.08824777259227824	-0.07299728090357656	0.8692771596024804	0.11753554502369658	0.580216606498195	0.9720633883352393	-0.03431210821511067	0.07852193995381083	0.11753554502369658	-0.008078602620087654	0.4520827264782988	0.2019516334323293	0.12896932914273315	0.4823188405797101	0.7506561679790026	-0.1328558639212176	-0.37030788696752415	-0.06842159172385542	-0.019578179229331544	0.07852193995381083	0.029257641921397418	0.6005046257359128	0.5871099554234768	0.544	0.23885109599395304	0.29245815309385004	0.48566878980891703	-0.15762352227947865	0.5215726697099101	0.7236586942469295	0.522561469873007	0.003299241174530065	0.39654531946508154	0.07852193995381083	-0.04123491080012795	0.07852193995381083	-0.03431210821511067	0.9726618705035971	0.17797243884200428	0.4823188405797101	0.774033696729435
regulation of lipid metabolic process	-0.032948929159798884	0.28050490883590506	0.15485996705107224	-0.03636363636363601	0.1287208366854386	0.14775725593667663	0.08712363869314568	0.1378151260504201	0.14775725593667663	0.05350553505535065	0.0037453183520598896	0.04591104734576764	-0.06600660066006575	-0.055555555555555	0.06768189509306312	0.06775700934579455	0.0707753479125249	0.09194355939918063	0.08423795049934897	-0.0392706872370257	0.43081312410841627	-0.03636363636363601	-0.0490797546012265	-0.04177545691905866	-0.059479553903345125	0.024251069900142933	0.4741697416974166	0.060869565217391536	0.2812803103782735	0.012987012987013121	0.049676760802993894	0.055900621118011924	0.3090909090909093	0.04591104734576764	0.055900621118011924	-0.02888086642599384	-0.032948929159798884	-0.023952095808380765	-0.043956043956042114	0.043253712072304766	1.0	0.06775700934579455	0.13231850117096	0.043253712072304766	0.042016806722689856	0.07678464307138642	-0.03636363636363601	-0.032948929159798884	-0.06600660066006575	0.15763546798029576	0.16094210009813534	0.17689530685920654	0.19891891891891886	-0.04177545691905866	-0.045871559633027935	0.06486074017550585	-0.043956043956042114	0.010787992495309632	0.04745989304812847	0.4311377245508991	0.20359281437125745	0.37362637362637413	-0.02888086642599384	0.0989690721649489	-0.04177545691905866	-0.032948929159798884	0.051529790660225526	0.04040404040404053	-0.06343283582089523	-6.214074879601679E-4	-0.050436469447137804	0.19572143832498853	-0.023952095808380765	0.7942238267148012	0.06768189509306312	0.06352683461117213	0.08178438661710088	0.017601760176017823	0.005813953488372451	0.13866666666666635	0.04749340369393185	0.0997038499506416	0.15364751452550007	0.15494978479196558	-0.023952095808380765	0.12595837897042783	-0.023952095808380765	0.12061711079943833	0.4311377245508991	-0.023952095808380765	0.07490636704119846	0.12061711079943833	0.051529790660225526	0.05197505197505222
regulation of nucleobase-containing compound metabolic process	-0.05513981882630915	0.23180592991913712	0.16935801496652225	-0.0654205607476638	0.5064080360235541	0.45599151643690333	0.6461940542306435	0.48145556333100054	0.45599151643690333	0.43000000000000005	0.5106060606060605	0.7108325872873771	-0.24817518248175185	-0.0946502057613167	0.12086874409820603	0.9684385382059798	0.9840915433993861	0.8829568788501025	0.9177963657340642	-0.0754716981132075	-0.03496973772696721	-0.0654205607476638	-0.08096280087527312	-0.041888804265041185	-0.14368932038834956	0.4633490248823135	-0.05857142857142853	0.553719008264463	0.3623240707325878	0.5930388219544847	0.8655307994757537	0.6856617647058821	0.20093457943925216	0.6768128916741272	0.6856617647058821	7.968127490045509E-4	-0.05513981882630915	-0.03385731559854863	-0.09491525423728758	0.8247052793439262	0.06775700934579455	1.0	0.7762512266928362	0.8247052793439262	-0.11686494051784453	0.10452067970503352	-0.021028037383177357	-0.05513981882630915	-0.24817518248175185	0.8381099922540666	0.6568332329921736	0.13705179282868538	0.306671581275341	-0.08530083777608502	-0.10432190760059622	0.9530348805273275	0.11977401129943513	0.5731277533039647	0.8517169614984389	-0.03385731559854863	0.10399032648125782	0.16271186440678004	0.046215139442231205	0.5634365634365633	0.2619954303122622	0.16935801496652225	0.3612535612535613	0.5930388219544847	-0.2142011834319528	-0.36306510734857733	-0.09022013713460823	-0.1537107656204164	0.10399032648125782	0.046215139442231205	0.7308781869688384	0.7510917030567685	0.6679611650485436	0.3682076236820763	0.38437102922490457	0.6352530541012218	-0.10816542948038187	0.639240506329114	0.8539210661199385	0.6768128916741272	-0.03385731559854863	0.4666250779787898	0.10399032648125782	-0.03157489410858723	0.10399032648125782	-0.03385731559854863	0.7984848484848482	0.23180592991913712	0.3612535612535613	0.8795562599049128
regulation of metabolic process	-0.05690179534974966	0.153547510433854	0.11086039438830557	-0.03454332552693195	0.3540035013360362	0.3155543144373081	0.4648126620763658	0.33487682904241534	0.3155543144373081	0.29603293413173665	0.4958100558659217	0.5481973919713629	-0.20043572984749444	-0.0033003300330032687	0.055248618784530155	0.7762512266928362	0.7611928037459953	0.6679050916153001	0.6995733288714131	-0.07881199650587198	0.006716282446905327	-0.03454332552693195	-0.034600113442994344	0.00946128596254108	-0.06513614522156984	0.3171174441822474	0.008046407185628898	0.6118598382749327	0.24414558450108165	0.6303501945525292	0.8779830333782607	0.5860995850622408	0.13231850117096	0.6356430580414217	0.5860995850622408	0.08916946143223503	-0.05690179534974966	-0.03451353763760762	-0.1002592912705272	0.6520582250743466	0.13231850117096	0.7762512266928362	1.0	0.6520582250743466	-0.013521022411557296	0.04604622332418322	-0.03454332552693195	-0.05690179534974966	-0.28322440087145956	0.9059184154680499	0.6192841239938346	0.08916946143223503	0.20374417941651637	-0.08959258544120516	-0.01280091708062637	0.7633314336888382	0.06395851339671567	0.584358021160995	0.6760341016735081	0.03332341565010434	0.06724189229396002	0.12964563526361284	0.021700532649437627	0.42861013275535087	0.17455107163545064	0.11086039438830557	0.41007615700058586	0.6303501945525292	-0.1605022056328465	-0.3159514867943114	-0.04533057462616363	-0.11179599763573378	0.06724189229396002	0.08916946143223503	0.5351223362273084	0.5522778844475476	0.48264815803523753	0.2962962962962963	0.2465632710609799	0.6550680786686839	-0.0027925160569671997	0.8261185357350376	0.9197057442479262	0.6356430580414217	-0.03451353763760762	0.3433408971897364	0.06724189229396002	-0.012423565951664477	0.06724189229396002	0.06724189229396002	0.6550279329608937	0.153547510433854	0.41007615700058586	0.8638318203535594
aromatic compound biosynthetic process	-0.056356345507748755	0.17797243884200428	0.12896932914273315	0.006455777921239217	0.4033496161898115	0.3607153682934225	0.5246812997220361	0.38217583299879576	0.3607153682934225	0.33896236012207515	0.4532374100719425	0.5841664415022964	-0.16326530612244905	-0.08377896613190715	0.1530698065601349	0.8539210661199385	0.8383881776784945	0.7413010590015131	0.7744261718406471	-0.077769469073817	-0.06958561376075041	0.006455777921239217	-0.1287128712871286	-0.08824777259227824	-0.1400000000000001	0.3649335418295541	-0.07853509664293003	0.5597826086956522	0.28188056949708074	0.5262467191601048	0.7612320328542094	0.5608145294441388	0.15364751452550007	0.522561469873007	0.5608145294441388	-0.008078602620087654	0.01777392435244413	-0.03431210821511067	-0.09857819905213279	1.0	0.043253712072304766	0.8247052793439262	0.6520582250743466	1.0	-0.16700120433560803	0.14232989495599482	0.006455777921239217	-0.056356345507748755	-0.27815570672713535	0.7360467950280282	0.5351576658209495	0.10393013100436685	0.23636930106968523	-0.08824777259227824	-0.07299728090357656	0.8692771596024804	0.11753554502369658	0.580216606498195	0.9720633883352393	-0.03431210821511067	0.07852193995381083	0.11753554502369658	-0.008078602620087654	0.4520827264782988	0.2019516334323293	0.12896932914273315	0.4823188405797101	0.7506561679790026	-0.1328558639212176	-0.37030788696752415	-0.06842159172385542	-0.019578179229331544	0.07852193995381083	0.029257641921397418	0.6005046257359128	0.5871099554234768	0.544	0.23885109599395304	0.29245815309385004	0.48566878980891703	-0.15762352227947865	0.5215726697099101	0.7236586942469295	0.522561469873007	0.003299241174530065	0.39654531946508154	0.07852193995381083	-0.04123491080012795	0.07852193995381083	-0.03431210821511067	0.9726618705035971	0.17797243884200428	0.4823188405797101	0.774033696729435
cellular homeostasis	-0.04663363450888993	-0.06039363709894828	-0.04663363450888993	-0.05378151260504212	-0.1066875858011379	-0.09956440572495275	-0.12405191302882226	-0.10322580645161358	-0.09956440572495275	-0.0956856044425456	-0.10193321616871703	-0.14420319541171625	-0.00800800800800793	-0.0446735395188999	-0.13314840499306485	-0.156752974107768	-0.15554238292827505	-0.14734903302197122	-0.15027287726868904	-0.06039363709894828	0.00797679477882542	-0.05378151260504212	0.8446866485013623	0.6444906444906446	-0.013833992094861889	-0.11602610587382141	0.050405809483127145	-0.10571428571428583	-0.09156944750165077	-0.1271186440677964	-0.09259453231381604	-0.13900955690703765	-0.05378151260504212	-0.09750102417042222	-0.13900955690703765	-0.03888213851761922	0.25240454677936347	0.2949571836346345	-0.0722347629796832	-0.16700120433560803	0.042016806722689856	-0.11686494051784453	-0.013521022411557296	-0.16700120433560803	1.0	-0.12880373530832398	0.3294117647058823	-0.04663363450888993	0.10610610610610584	-0.06167938931297672	-0.14253897550111352	-0.03888213851761922	-0.08253223915592069	-0.06652806652806606	-0.07755695588948205	-0.15792493974520846	0.013544018058690613	-0.12931961296267858	-0.16518686764402238	0.07802093244529114	-0.03044719314938158	-0.0722347629796832	0.06500607533414171	-0.1188328912466839	-0.06652806652806606	-0.04663363450888993	-0.10911074740861969	-0.10028248587570626	-0.00830876440632462	0.04091661770204588	0.05899185560202514	-0.05736087356926762	-0.03044719314938158	-0.03888213851761922	-0.13314840499306485	-0.08358479179239593	-0.12648221343873542	0.03003003003002975	-0.02330708661417312	-0.10465116279069839	0.8935905413814559	0.03978822396919624	-0.029706945002007084	-0.09750102417042222	-0.03044719314938158	-0.03198551599275757	-0.03044719314938158	-0.06039363709894828	-0.03044719314938158	-0.03044719314938158	-0.16871704745166957	-0.06039363709894828	-0.10911074740861969	-0.09056122448979624
carboxylic acid metabolic process	-0.051229508196722125	0.26552128074970727	0.15901639344262342	0.1451709658068388	0.13581806696146614	0.15763546798029526	0.17625389628790036	0.20157784575752688	0.15763546798029526	0.16920757245769777	0.16153205661948375	0.1727140783744561	0.08518518518518567	0.178521617852162	0.9546539379474936	0.10452067970503352	0.11130359462970986	0.15605170387779074	0.14031078610603312	-0.06833268254588012	0.15713218820014907	0.1451709658068388	-0.10476689366160263	-0.07629219912263906	0.07104053489343912	0.15713218820014907	0.11191154297202216	0.07334273624823695	0.23974008207934328	0.11781011781011769	0.09506076048608361	0.19962049335863383	0.35032993401319773	0.1727140783744561	0.19962049335863383	0.029838201302793684	-0.051229508196722125	-0.03234152652005239	-0.08389261744966553	0.14232989495599482	0.07678464307138642	0.10452067970503352	0.04604622332418322	0.14232989495599482	-0.12880373530832398	1.0	-0.05998800239951924	-0.051229508196722125	-0.1611111111111113	0.08328546812176932	0.18141647232109936	0.17356587518386124	0.26792722083481985	-0.07629219912263906	0.22060164083865078	0.1339945136104663	-0.020134228187919267	0.0822435558243254	0.15535108958837807	-0.03234152652005239	-0.03234152652005239	0.29865771812080466	-0.04202563563773938	0.14700704225352063	-0.07629219912263906	-0.051229508196722125	0.20044296788482843	0.1968121968121967	0.041959709142925815	-0.07168774051676748	-0.052667578659370266	0.316803760282021	0.18887451487710155	0.029838201302793684	0.1837708830548926	0.1743442515985907	0.2139573756790642	0.155555555555556	0.19350491847459927	0.1480709071949942	-0.12315270935960619	-0.006276971361317961	0.07760007570739068	0.1727140783744561	0.18887451487710155	0.1297142111444601	-0.03234152652005239	0.39906286606794217	0.18887451487710155	0.04139715394566561	0.12989175686927582	0.1319796954314723	0.20044296788482843	0.10116036893781602
cation-transporting ATPase activity	-0.032948929159798884	-0.0392706872370257	-0.032948929159798884	-0.03636363636363601	-0.054706355591311075	-0.05277044854881111	-0.058936579115950946	-0.05378151260504212	-0.05277044854881111	-0.051660516605166934	-0.06741573033707869	-0.06312769010043032	0.05940594059405926	0.032407407407408696	-0.060913705583755716	-0.0654205607476638	-0.06520874751491001	-0.0637232589895307	-0.06426400347372958	-0.0392706872370257	-0.05706134094151264	-0.03636363636363601	0.4171779141104297	0.2558746736292438	0.011152416356877881	-0.05706134094151264	-0.051660516605166934	-0.06956521739130435	-0.050436469447137804	-0.06926406926406911	-0.0666893501190881	-0.062111801242236586	-0.03636363636363601	-0.008608321377331862	-0.062111801242236586	-0.02888086642599384	0.9060955518945644	0.6586826347305383	-0.043956043956042114	0.006455777921239217	-0.03636363636363601	-0.021028037383177357	-0.03454332552693195	0.006455777921239217	0.3294117647058823	-0.05998800239951924	1.0	-0.032948929159798884	0.18481848184818497	-0.0669950738916253	-0.06280667320902858	-0.02888086642599384	-0.04756756756756748	-0.04177545691905866	-0.045871559633027935	-0.06562380770698169	-0.043956043956042114	-0.06941838649155742	0.009358288770053626	-0.023952095808380765	-0.023952095808380765	-0.043956043956042114	0.17689530685920654	-0.057731958762886	-0.04177545691905866	-0.032948929159798884	-0.030059044551798076	-0.014430014430014291	0.09608208955223946	0.03479881932577293	0.2812803103782735	0.04005461993627715	-0.023952095808380765	-0.02888086642599384	-0.060913705583755716	0.0010952902519175368	-0.059479553903345125	-0.02420242024202438	-0.06046511627907005	-0.013333333333333206	0.3482849604221644	-0.04096742349457035	-0.030342156229825636	-0.008608321377331862	-0.023952095808380765	-0.06133625410733825	-0.023952095808380765	-0.0392706872370257	-0.023952095808380765	-0.023952095808380765	0.0037453183520598896	-0.0392706872370257	-0.030059044551798076	-0.06652806652806666
